filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
/home/shuo/smartbugs-curated/full/front_running.eth_tx_order_dependence_minimal_sol_EthTxOrderDependenceMinimal.hex,front_running.eth_tx_order_dependence_minimal_sol_EthTxOrderDependenceMinimal.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.1584093570709229,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01_sol_Token.hex,unchecked_low_level_calls.0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01_sol_Token.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.176457166671753,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.spank_chain_payment_sol_ECTools.hex,reentrancy.spank_chain_payment_sol_ECTools.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.2249610424041748,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27_sol_SimpleWallet.hex,unchecked_low_level_calls.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27_sol_SimpleWallet.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.2307157516479492,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/denial_of_service.dos_simple_sol_DosOneFunc.hex,denial_of_service.dos_simple_sol_DosOneFunc.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.2621164321899414,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e_sol_WhaleGiveaway2.hex,unchecked_low_level_calls.0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e_sol_WhaleGiveaway2.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.4069712162017822,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01_sol_Ownable.hex,unchecked_low_level_calls.0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01_sol_Ownable.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.4337222576141357,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/front_running.odds_and_evens_sol_OddsAndEvens.hex,front_running.odds_and_evens_sol_OddsAndEvens.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.4505372047424316,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7_sol_keepMyEther.hex,unchecked_low_level_calls.0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7_sol_keepMyEther.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.5504910945892334,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x806a6bd219f162442d992bdc4ee6eba1f2c5a707_sol_Pie.hex,unchecked_low_level_calls.0x806a6bd219f162442d992bdc4ee6eba1f2c5a707_sol_Pie.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.5739173889160156,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0xcead721ef5b11f1a7b530171aab69b16c5e66b6e_sol_WALLET.hex,reentrancy.0xcead721ef5b11f1a7b530171aab69b16c5e66b6e_sol_WALLET.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.577613115310669,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888_sol_Log.hex,reentrancy.0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888_sol_Log.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.5950839519500732,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/access_control.parity_wallet_bug_1_sol_Wallet.hex,access_control.parity_wallet_bug_1_sol_Wallet.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.6122233867645264,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_Ownable.hex,reentrancy.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_Ownable.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.7271485328674316,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/time_manipulation.roulette_sol_Roulette.hex,time_manipulation.roulette_sol_Roulette.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334909,0.7274610996246338,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3_sol_Log.hex,reentrancy.0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3_sol_Log.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.7504184246063232,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.lotto_sol_Lotto.hex,unchecked_low_level_calls.lotto_sol_Lotto.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334909,0.7734818458557129,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x4e73b32ed6c35f570686b89848e5f39f20ecc106_sol_LogFile.hex,reentrancy.0x4e73b32ed6c35f570686b89848e5f39f20ecc106_sol_LogFile.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334909,0.8920125961303711,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/arithmetic.BECToken_sol_PausableToken.hex,arithmetic.BECToken_sol_PausableToken.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334908,1.9086134433746338,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10_sol_daoPOLSKAtokens.hex,unchecked_low_level_calls.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10_sol_daoPOLSKAtokens.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334907,2.91033935546875,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/access_control.wallet_03_wrong_constructor_sol_Wallet.hex,access_control.wallet_03_wrong_constructor_sol_Wallet.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334909,1.390742301940918,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/time_manipulation.governmental_survey_sol_Governmental.hex,time_manipulation.governmental_survey_sol_Governmental.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334909,1.6687257289886475,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8_sol_DEP_BANK.hex,reentrancy.0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8_sol_DEP_BANK.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334909,1.7044193744659424,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99_sol_DrainMe.hex,unchecked_low_level_calls.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99_sol_DrainMe.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334909,1.8441624641418457,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x39cfd754c85023648bf003bea2dd498c5612abfa_sol_Token.hex,unchecked_low_level_calls.0x39cfd754c85023648bf003bea2dd498c5612abfa_sol_Token.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,0.9359922409057617,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/arithmetic.integer_overflow_add_sol_IntegerOverflowAdd.hex,arithmetic.integer_overflow_add_sol_IntegerOverflowAdd.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,1.0686898231506348,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf_sol_Honey.hex,unchecked_low_level_calls.0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf_sol_Honey.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,1.1081833839416504,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_PandaBase.hex,unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_PandaBase.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,1.1638107299804688,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_TokenBank.hex,unchecked_low_level_calls.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_TokenBank.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,1.1654472351074219,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/short_addresses.short_address_example_sol_MyToken.hex,short_addresses.short_address_example_sol_MyToken.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,1.2516810894012451,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/bad_randomness.lottery_sol_Lottery.hex,bad_randomness.lottery_sol_Lottery.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,1.3360097408294678,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.unchecked_return_value_sol_ReturnValue.hex,unchecked_low_level_calls.unchecked_return_value_sol_ReturnValue.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,1.5686919689178467,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x561eac93c92360949ab1f1403323e6db345cbf31_sol_BANK_SAFE.hex,reentrancy.0x561eac93c92360949ab1f1403323e6db345cbf31_sol_BANK_SAFE.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,1.7022409439086914,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/access_control.proxy_sol_Proxy.hex,access_control.proxy_sol_Proxy.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,0.7356061935424805,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.mishandled_sol_SendBack.hex,unchecked_low_level_calls.mishandled_sol_SendBack.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,0.8469581604003906,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/front_running.ERC20_sol_SafeMath.hex,front_running.ERC20_sol_SafeMath.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,0.9257292747497559,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x39cfd754c85023648bf003bea2dd498c5612abfa_sol_Ownable.hex,unchecked_low_level_calls.0x39cfd754c85023648bf003bea2dd498c5612abfa_sol_Ownable.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,0.9473669528961182,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/bad_randomness.smart_billions_sol_SafeMath.hex,bad_randomness.smart_billions_sol_SafeMath.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,0.978534460067749,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_SaleClockAuctionERC20.hex,unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_SaleClockAuctionERC20.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334909,3.0138704776763916,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x8c7777c45481dba411450c228cb692ac3d550344_sol_Log.hex,reentrancy.0x8c7777c45481dba411450c228cb692ac3d550344_sol_Log.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.0931756496429443,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/bad_randomness.lucky_doubler_sol_LuckyDoubler.hex,bad_randomness.lucky_doubler_sol_LuckyDoubler.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334910,2.0984530448913574,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_PandaAccessControl.hex,unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_PandaAccessControl.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.1253314018249512,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8_sol_Owned.hex,unchecked_low_level_calls.0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8_sol_Owned.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.1510913372039795,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8_sol_WedIndex.hex,unchecked_low_level_calls.0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8_sol_WedIndex.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.2098946571350098,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/bad_randomness.old_blockhash_sol_PredictTheBlockHashChallenge.hex,bad_randomness.old_blockhash_sol_PredictTheBlockHashChallenge.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.230783462524414,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/other.crypto_roulette_sol_CryptoRoulette.hex,other.crypto_roulette_sol_CryptoRoulette.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.234935998916626,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x524960d55174d912768678d8c606b4d50b79d7b1_sol_Centra4.hex,unchecked_low_level_calls.0x524960d55174d912768678d8c606b4d50b79d7b1_sol_Centra4.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.2565882205963135,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/arithmetic.overflow_single_tx_sol_IntegerOverflowSingleTransaction.hex,arithmetic.overflow_single_tx_sol_IntegerOverflowSingleTransaction.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.310340166091919,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/other.open_address_lottery_sol_OpenAddressLottery.hex,other.open_address_lottery_sol_OpenAddressLottery.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.3587663173675537,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x89c1b3807d4c67df034fffb62f3509561218d30b_sol_TownCrier.hex,unchecked_low_level_calls.0x89c1b3807d4c67df034fffb62f3509561218d30b_sol_TownCrier.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.4020192623138428,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77_sol_DepositProxy.hex,unchecked_low_level_calls.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77_sol_DepositProxy.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.4406673908233643,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/time_manipulation.ether_lotto_sol_EtherLotto.hex,time_manipulation.ether_lotto_sol_EtherLotto.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.4755661487579346,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x7541b76cb60f4c60af330c208b0623b7f54bf615_sol_U_BANK.hex,reentrancy.0x7541b76cb60f4c60af330c208b0623b7f54bf615_sol_U_BANK.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.5144767761230469,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/arithmetic.BECToken_sol_Ownable.hex,arithmetic.BECToken_sol_Ownable.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334912,0.9524314403533936,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_SiringClockAuction.hex,unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_SiringClockAuction.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334911,1.9719772338867188,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x7a8721a9d64c74da899424c1b52acbf58ddc9782_sol_PrivateDeposit.hex,reentrancy.0x7a8721a9d64c74da899424c1b52acbf58ddc9782_sol_PrivateDeposit.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334912,1.0151679515838623,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x7a8721a9d64c74da899424c1b52acbf58ddc9782_sol_Log.hex,reentrancy.0x7a8721a9d64c74da899424c1b52acbf58ddc9782_sol_Log.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334912,1.050095796585083,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x52d2e0f9b01101a59b38a3d05c80b7618aeed984_sol_EtherGet.hex,unchecked_low_level_calls.0x52d2e0f9b01101a59b38a3d05c80b7618aeed984_sol_EtherGet.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334912,1.2520220279693604,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x941d225236464a25eb18076df7da6a91d0f95e9e_sol_Log.hex,reentrancy.0x941d225236464a25eb18076df7da6a91d0f95e9e_sol_Log.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334912,1.3881018161773682,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_Ownable.hex,unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_Ownable.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334912,1.4367320537567139,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_Token.hex,reentrancy.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_Token.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334912,1.4792571067810059,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/arithmetic.overflow_simple_add_sol_Overflow_Add.hex,arithmetic.overflow_simple_add_sol_Overflow_Add.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334912,1.5597736835479736,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_TokenBank.hex,reentrancy.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_TokenBank.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,0.6237523555755615,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/other.name_registrar_sol_NameRegistrar.hex,other.name_registrar_sol_NameRegistrar.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,0.6360464096069336,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.modifier_reentrancy_sol_attack.hex,reentrancy.modifier_reentrancy_sol_attack.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,0.837921142578125,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.etherstore_sol_EtherStore.hex,reentrancy.etherstore_sol_EtherStore.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,0.9189727306365967,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x561eac93c92360949ab1f1403323e6db345cbf31_sol_LogFile.hex,reentrancy.0x561eac93c92360949ab1f1403323e6db345cbf31_sol_LogFile.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,0.9745807647705078,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x7d09edb07d23acb532a82be3da5c17d9d85806b4_sol_PoCGame.hex,unchecked_low_level_calls.0x7d09edb07d23acb532a82be3da5c17d9d85806b4_sol_PoCGame.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.2303972244262695,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/time_manipulation.lottopollo_sol_lottopollo.hex,time_manipulation.lottopollo_sol_lottopollo.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.2365567684173584,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/arithmetic.token_sol_Token.hex,arithmetic.token_sol_Token.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.3067576885223389,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xe09b1ab8111c2729a76f16de96bc86a7af837928_sol_FiftyFlip.hex,unchecked_low_level_calls.0xe09b1ab8111c2729a76f16de96bc86a7af837928_sol_FiftyFlip.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.335932731628418,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/access_control.mycontract_sol_MyContract.hex,access_control.mycontract_sol_MyContract.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.4828062057495117,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77_sol_Proxy.hex,unchecked_low_level_calls.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77_sol_Proxy.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.487701654434204,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/reentrancy.0x941d225236464a25eb18076df7da6a91d0f95e9e_sol_ETH_FUND.hex,reentrancy.0x941d225236464a25eb18076df7da6a91d0f95e9e_sol_ETH_FUND.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.5653526782989502,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0xa1fceeff3acc57d257b917e30c4df661401d6431_sol_AirDropContract.hex,unchecked_low_level_calls.0xa1fceeff3acc57d257b917e30c4df661401d6431_sol_AirDropContract.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.5971629619598389,0,DoS-With-Failed-Call,,{},{}
/home/shuo/smartbugs-curated/full/unchecked_low_level_calls.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35_sol_TokenBank.hex,unchecked_low_level_calls.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35_sol_TokenBank.hex,eTainter,runtime,2/27/2023,20241111_2221,1731334913,1.673537254333496,0,DoS-With-Failed-Call,,{},{}
